Question,Answer
"In 1971 UCLA's Jimmy Connors won the NCAA tennis title; in 1978 John McEnroe won for this Pac-10 ""Cardinal"" school",Stanford
"Too bad when Hart Crane jumped ship his father couldn't throw him this, like the same-named candy he invented",a lifesaver
"Settled around 1824, it replaced Melbourne as the capital in 1927",Canberra
The first brand of frozen orange juice concentrate undoubtedly took more than 60 seconds to develop,Minute Maid
A professional sports athlete no longer under contract & who can thus sign with another team,a free agent
Spain's Philip II (1556-1598),Hapsburg
The athletic teams from Morehead State & Boston College share this nickname,the Eagles
"From the Latin for ""to speak from the belly"", it's the art of throwing one's voice",ventriloquism (to ventriloquize accepted)
"The Nobel Museum in this capital lets visitors ""see the dynamite, the mold & the books that changed the world""",Stockholm
In 2006 Research In Motion settled its patent lawsuit with NTP over this portable wireless communications device,a BlackBerry
"Robert Frost said, ""I'd as soon write"" this type of poetry ""as play tennis with the net down""",free verse
China's Wanli (1572-1620),Ming
This volatile Indiana basketball coach was fired in September 2000; in 2001 he returned to coaching with Texas Tech,Bobby Knight
In 1915 he became the first president to attend the World Series & to throw out the first pitch during a Series game,(Woodrow) Wilson
In 1857 Queen Victoria chose it as a North American national capital,Ottawa
"Once known for its bib overalls, this 2-word Wisconsin firm is now a leader in casual clothes for kids",OshKosh B'Gosh
"""Zone"" on a battlefield where troops may shoot without requesting permission from a higher command",a free-fire zone
"In 1899 President McKinley took a turn in the Locomobile, a car made by Stanley & propelled by this",steam
"In '50s TV titles this word preceded ""of Robin Hood"", ""of Sir Lancelot"" & ""of Superman""",Adventures
"Benvolio,  Balthasar,  Mercutio",Romeo & Juliet
"Marie Curie said, ""The importance of"" this element ""from the viewpoint of general theories has been decisive""",radium
"To remove poisonous substances, or to purge an addict's body of harmful substances",detox (or detoxification)
The pronoun that is formed by the last 3 letters of New York's capital,any (from Albany)
Andrew Jackson was one of the landowners who founded this Tennessee town overlooking the Mississippi in 1819,Memphis
"1984 best new artist Grammy winner heard here  ""I said money / Money changes everything...""",Cyndi Lauper
"Hecate, Caithness, Donalbain",Macbeth
"In 1957 she said ""Peace will come when the Arabs will love their children more than they hate us""",Golda Meir
"A direct current generator, or a person with lots of energy",a dynamo
The pronoun that is formed by the first 3 letters of the island where you'll find Haiti,his (from Hispaniola)
Victor Marie du Pont served as a captain of this state's volunteers in the War of 1812,Delaware
The first time blimp shots were part of a televised sporting event was in 1960 at this Miami venue,the Orange Bowl
"Valtemand, Osric, Horatio",Hamlet
"In 1940 the future Queen Mother said she was almost glad this building was bombed; ""I can look the East End in the face""",Buckingham Palace
"The mountain ash & honey locust trees share this quality, as becomes evident in autumn",deciduous
The pronoun that is formed by the first 3 letters of the current monetary unit of Israel,she (from Shekel)
"When this convened in May 1787, Adams was in London, Jefferson was in Paris & Patrick Henry refused to attend",the Constitutional Convention
For 13 years Mike Douglas' national talk show came from this city; guests took 2-hour limo rides from NYC,Philadelphia
"Olivia, Viola, Sir Toby Belch",Twelfth Night
"Explaining Christian Science, she wrote, ""Disease is an experience of... mind.  It is fear made manifest""",Mary Baker Eddy
Coulomb's law says the force between 2 charges is inversely proportional to the square of this,the distance between them
"Take 2 letters off Pyramus' lover & give this demonstrative pronoun found in many ""Jeopardy!"" clues",this (from Thisbe)
Americans began to oocupy this even before we could send Russia the $7.2 million we paid for it,Alaska
"Don Pedro, Don John, Dogberry",Much Ado About Nothing
"This anti-ERA crusader said, ""The claim that American women are downtrodden... is the fraud of the century""",Phyllis Schlafly
"About 1 hydrogen atom in 6,500 is this isotope",deuterium
Take 2 letters off a marshy outlet of a Louisiana lake to get this personal pronoun,you (from Bayou)
"One of the 2 Best Picture nominees in which CBS newsman & ""60 Minutes"" producer Don Hewitt is a character",(1 of) The Insider & Good Night and Good Luck
"Mobutu got the boot, & so did the name Zaire; the country's now called The Democratic Republic Of this",Congo
"Calling itself ""The Nation's Newspaper"", this publication claims to be ""First In Daily Readers""",USA Today
The upper chamber of the British parliament,House of Lords
"Rule 200 says if a man knocketh these out of an equal, his shall be knocked out, too",Teeth
"In this song, David Bowie instructs, ""Put on your red shoes and dance the blues""","""Let's Dance"""
"""Two"" of these ""don't make a right""",Wrongs
"This country took its half of the name & went home to Bratislava, becoming a separate nation in 1993",Slovakia
A former foreign editor of Time magazine founded this rival of Time in 1933,Newsweek
"Hardly idle, this poet wrote over 10,000 lines of ""Idylls Of The King""",Alfred Lord Tennyson
This number is missing from the code's 282 rules; Babylonians thought it was evil & unlucky,13
"ABBA sang of this girl, ""Young and sweet, only seventeen""","""Dancing Queen"""
"""That's the way the cookie"" does this",Crumbles
"Once part of Poland & Russia, this nation with Vilnius as its capital won independence in 1991",Lithuania
Julia Roberts posed as Susan B. Anthony for a 1997 issue of this JFK Jr. magazine,George
It's also called the Pater Noster,The Lord's Prayer
Rules 104-106 warn you to be sure to get one of these when dealing with a merchant,Receipt
It's the Drifters' 1960 title request,"""Save The Last Dance For Me"""
"""There's safety in"" these",Numbers
2 countries joined together in 1990 to form this neighbor of Oman,Yemen (North & South)
Tina brown was editor-in-chief of this magazine from 1984 to 1992,Vanity Fair
"As Steve McGarrett, he often finished off wrongdoers with the words ""Book 'Em, Dano""",Jack Lord
"If a man hires a substitute to serve for him as one of these & doesn't pay, he's killed & the sub gets his house",Soldier
"Title that completes the Irving Berlin lyric heard here:  ""Oh, I love to go out fishing, in a river or a creek, but I don't enjoy it half as much as dancing....""","""Cheek To Cheek"""
"""Everything comes to those who"" do this",Wait
You go Slav no more when you go to this northernmost former Yugoslav republic between Croatia & Italy,Slovenia
"In 1996 investors celebrated the 75th anniversary of this ""National Business & Financial Weekly"" from Dow Jones",Barron's
Clive Barker's cinematic thriller about the evil resurrected magician Nix,Lord Of Illusions
"If you hired one of these & broke a horn off or cut off its tail, you owe 1/4 of its value in money","Cow, bull, ox...."
"In ""A Chorus Line"" it's Val's song about how her skills & her features are rated","""Dance: Ten; Looks: Three"""
"This ""Only counts in horseshoes""",Close
Reggie Mantle & this teenager vie for Veronica Lodge's attention,Archie Andrews
"With more than $25 million in earnings, he's tennis' all-time leading money winner",Pete Sampras
This amusement area is Corky's turf; his dad fought in the 1942 naval battle of the same name,Midway
This Milan opera house has a secondary theater for chamber music,La Scala
"Basketball has the pick-&-this; curling has the wick-&-this, in which one stone knocks another aside",Roll
The account of Jesus turning water into wine appears only in this fourth gospel,John
To perform a veronica in this sport requires you to have a cape to wave,Bullfighting
"He recently collaborated on his first musical, ""The Capeman""; maybe there's a part for Art",Paul Simon
"At Corky's carnival, this attraction uses the ""human"", not the ""dog"" type of its tiny performers",Flea Circus
"The text of this 1893 Engelbert Humperdinck opera was written by his sister, Adelheid Wette",Hansel And Gretel
"A curling team, or the iced area on which they perform",Rink
"The 10 Commandments are listed in Exodus & again in this book whose name is Greek for ""second law""",Deuteronomy
"Sister of ""Lost In Space""'s Angela, she went into space herself in 1979's ""Alien""",Veronica Cartwright
"Now retired, this Colorado congresswoman served in the House longer than any other woman",Patricia Schroeder
"As a veteran carny, Corky shortens this word for a free show outside an attraction to ""Bally""",Ballyhoo
This Mozart opera is set in part in the temple of Isis in Egypt,The Magic Flute
"The captain of a curling team, or what you'd find hard to do across water with 40-lb. curling stones",Skip
"In the last chapter of the book named for this widow, she's remarried to a man named Boaz",Ruth
"""Veronica wipes the face of Jesus"" is one of the 14 stops in this devotion",Stations Of The Cross
"Comic seen here in a 1995 film: ""You guys - we're talking about a human day's life here!  Hello?  Heads, shoulders, knees & toes, knees & toes - the whole thing!""",Pauly Shore
Corky loves the special turtle version of this ride seen here:,Tilt-A-Whirl
"This Offenbach grand opera which premiered after his death in 1881 contains the popular ""Barcarolle""",The Tales Of Hoffmann
"In a ""sweeping"" 1968 change, the Scotch Cup gave way to the Silver this as the world championship trophy",Broom
"This Old Testament book details the careers of Othniel, Gideon & Samson",Judges
She played the TV public defender who liked to hang around Hill Street Station,Veronica Hamel
"JFK's press secretary, he made news in 1997 when he claimed to have information regarding TWA 800",Pierre Salinger
"""Hey"" this! is Corky's traditional cry for help when he's in trouble with the locals",Rube
"In 1956 this black contralto published her autobiography, ""My Lord, What A Morning""",Marian Anderson
"A player called the lead does this, implying that he's without sin",Casts/delivers the first stone
"It begins ""Paul, an apostle of Jesus Christ by the will of God, to the saints which are at Ephesus""",Ephesians
1 of the 2 Best Picture winners in the 1990s with one-word titles,Braveheart or Unforgiven
"The 20,000 strong United Daughters of the Confederacy is headquartered in this state capital",Richmond
A 1910 newspaper story is the first known written reference to this legendary lumberman,Paul Bunyan
"A popular slogan on this protective garment is ""Kiss the cook""",an apron
The separation of the membrane from the choroids at the back of the eye is known as a detached one of these,the retina
"The great college coach Amos Stagg is credited with inventing this, also known as a backward pass",a lateral
"When a beer drinker raises his glass, it's often this type of mug",a stein
The National Speleological Society has dug itself into this aptly-named Huntsville avenue,Cave Avenue
This New Jersey-born singer-songwriter has had 13 solo Top 40 hits,Paul Simon
Your 2 basic styles for sweaters are pullover & this style with buttons,a cardigan
"A lack of phosphate, vitamin D or calcium can cause this bone disease in children",rickets
"In the 2003 Fiesta Bowl, this team defeated Miami in double overtime, 31-24, to win the college championship",Ohio State University
"After a redefinition of terms in 1998, the Surgeon General now reports that about 60% of all Americans are this",overweight
www.pbk.org is the web address of this collegiate group founded in 1776,Phi Beta Kappa
John Paul I succeeded him in 1978,Pope Paul VI
"Getting knighted, Sean Connery wore his dress one of these, so kneeling may have been rough on the knee",a kilt
It's what the R in the MMR vaccine stands for,rubella
"(Jimmy of the Clue Crew reports from the UPMC Sports Performance Complex in Pittsburgh, PA.)  Barring a penalty, in college football, kickoffs are made from the 35-yard line; in the pros, from this yard line",the 30-yard line
"It's the cloth or covering a woman ""takes"" when she becomes a nun",a veil
"The burglary of this organization's office June 17, 1972 made headlines",the Democratic National Committee
This noted artist left Tahiti for the Marquesas Islands in 1901,Paul Gauguin
"TV once had a special ""room"" for this 1-piece child's outfit with short, loose trousers gathered at the knees",a romper
Parents are advised not to give children aspirin because of its link to this potentially fatal syndrome,Reye's syndrome
M.M. Roberts Stadium at Southern this State used to be Faulkner Field,Mississippi
"One of the most memorable songs from ""The Sound of Music"" is this ode to a flower","""Edelweiss"""
"These Protestants of 16th century France are still around & may belong to a Bloomington, Minn. society for them",the Huguenots
"This German bacteriologist developed a ""magic bullet"" called Salvarsan as a treatment for syphilis",Paul Erlick
"These 2 wrap-around garments of India & Oceana both begin with ""sar""",a sari & sarong
These viruses responsible for many respiratory infections share part of their name with a pachyderm,a rhinovirus
"(Hi, I'm Jason Sehorn of the New York Giants.)  I played for this West Coast school under head coaches Larry Smith & John Robinson",the University of Southern California
"It takes about 3 years for the male of this duck to attain its full ""down coat""",an eider
After taking the Presidential oath in 1901 he shuffled out of Buffalo,Teddy Roosevelt
"In this 1994 film things got pretty hairy for Jack Nicholson, especially around the full moon",Wolf
He had never held elected public office before he became the current governor,Jeb Bush
"A lawyer when he won in 1946, he went on to be the first African-American on the Supreme Court",Thurgood Marshall
"Joel Harris' middle name, it's the last name of detective writer Raymond",Chandler
You'll find it's fine & not dandy when your library book is this,overdue
In a 1901 book this French sci-fi author exposed the slaughter of elephants for their ivory,Jules Verne
Lesley Ann Warren played Miss Scarlet & Christopher Lloyd was Prof. Plum in this 1985 spoof,Clue
This classic TV sitcom took place in part at a Florida NASA installation,I Dream of Jeannie
"Ernest E. Just won in 1915 for his work, including how these smallest units of life function in eggs",cells
Western novelist Francis Harte's middle name,Bret
"To make these, put the filling in the dough, fold over, seal the edges & bake until golden brown",a turnover
"Robert Scott set off to explore this continent, where he named a peninsula for King Edward VII",Antarctica
Gwyneth Paltrow played the title matchmaker in this movie based on a Jane Austen novel,Emma
It's the interstate highway that runs from Maine to Florida,I-95
"At its charter conference in 1945, Mary McLeod Bethune was a consultant for interracial affairs",the United Nations
Mark Twain's real middle name,Langhorne
The following is a famous example of one,an overture
Andrew Carnegie & this man merged their companies in 1901 to form U.S. Steel,J.P. Morgan
"Be afraid.  Be very, very afraid of Mark Wahlberg as Reese Witherspoon's boyfriend from hell in this film",Fear
It's Florida's largest lake,Lake Okeechobee
1976's award went to dancer Ailey; 1977's went to this rhyming author,Alex Haley
Edgar Masters' middle name,Lee
"The simplest knot, it's just a loop through which the rope end has been passed",an overhand knot
"In 1901, the year before his death, this author revisited ""Erewhon""",Samuel Butler
Robin Cook cooked up the story for this '78 thriller; Michael Crichton directed it,Coma
"Harry Truman chose this Florida island locale for his ""Little White House"" in 1946",Key West
This 1939 winner's debut at the Met in 1955 was the first for an African-American soloist,Marian Anderson
O. Henry's real middle name,Sidney
In 1857 John Butterfield helped found this mail company,the Overland Express
"From Greek for ""finger"", the Arabs claim it has as many culinary & pharmaceutical uses as days in a year",the date
"Published posthumously, ""Sleeping Murder"" was her last novel to feature miss Jane Marple",Agatha Christie
"The 4 Seasons, or Fergie: ""B.G.D.C.""","""Big Girls Don't Cry"""
The citation & Corsair were models of this ford failure of the 1950s,the Edsel
"Born: Feb. 22, 1932, Boston, Massachusetts. Died: Aug. 25, 2009, Hyannis Port, Massachusetts",Ted Kennedy
Gingerbread playing tokens pass through the peppermint forest in this game for preschoolers,Candy Land
"They're the first 5 words of the little ditty that ends, ""life is but a dream""","Row, row, row your boat"
"Erich Maria Remarque's ""All Quiet on the Western Front"" was originally published in this language",German
"Seal: ""K.F.A.R.""","""Kiss From A Rose"""
"Time said this 1980s Slavic import ""had the distinct feeling of something assembled at gunpoint""",the Yugo
"Born: 570, Mecca. Died: June 8, 632, Medina",Muhammad
Shown here is the creation of the powerful piece called this,the king
It's the groove made in the ground by a plow,a furrow
"This weepy 1970 bestseller begins with the line ""What can you say about a twenty-five-year-old girl who died?""",Love Story
"Cheap Trick: "" I.W.Y.T.W.M.""","""I Want You To Want Me"""
"The Sierra Club derisively dubbed this gargantuan SUV ""the Ford Valdez""",the Excursion
"Born: Oct. 2, 1869, Porbandar, India. Died: Jan. 30, 1948, New Delhi, India",Gandhi
"The ""hock"" is the last card drawn in this once-popular game, a homophone of an ancient ruler",faro
"As it allows you to take books on loan, a library card is also known as this type of card",a borrowing card
"Oddly, Eric van Lustbader has written more of the Jason Bourne novels than this original author did",Robert Ludlum
"Carrie Underwood & her Louisville Slugger: ""B.H.C.""","""Before He Cheats"""
"Powered(?) by a 90-hp engine, the 1982 model of this iconic Chevy sports car took 20 seconds to go from zero to 60",the Camaro
"Born: Nov. 2, 1755, Vienna, Austria. Died: Oct. 16. 1793, Paris, France",Marie Antoinette
Shogi is a Japanese variant of this board game but captured pieces can be used by the opponent,chess
"When you're wrong & you admit it, you ""eat"" this bird; now wipe your mouth!",crow
"""The Ghost Writer"" & ""Exit Ghost"" are 2 of the novels featuring this author's alter ego Nathan Zuckerman",Phillip Roth
"The Fray: ""H.T.S.A.L.""","""How To Save A Life"""
"This model was the infamous focus of Ralph Nader's 1965 expose ""Unsafe At Any Speed""",the Corvair
"Born: June 14, 1928, Rosario, Argentina. Died: Oct. 9, 1967, Bolivia",Che Guevara
"This Mattel game has 2 decks of cards for ""things"" & ""descriptions"" & your ""thing"" must try to match the ""description""",Apples to Apples
"TV's Baretta may have had a pet cockatoo, but his theme song was ""Keep Your Eye On"" this","""The Sparrow"""
"In European languages, this, such as masculine or feminine, is often unpredictable",the gender
"She had us at ""Cold Mountain""",Renée Zellweger
"This favorite of Popeye makes an excellent ""wilted"" side dish",spinach
"6-letter word: go to the left, now right, back left, then right again",zigzag
The Pennsylvania state Capitol dome rises 272 feet above this city,Harrisburg
"On Jan. 15, 1827 a man exited an oven (holding an overdone steak!) in a suit of this in a test of its heat resistance",asbestos
"It's not just a Louisiana French dialect, but any language that evolves from pidgin speech",Creole
"No driving over a cliff for her in ""The Accidental Tourist""",Geena Davis
"Please pass the small, round pearl type of these around; the cream sauce is delicious!",onions
"This rock musician brought his wild, macabre style to his first feature directorial effort, ""House of 1000 Corpses""",Rob Zombie
The western tip of this city's Golden Triangle--where the Ohio River begins--is called the point,Pittsburgh
"On Dec. 27, 1900 she staged her 1st big ""raid"" when she marched on a Wichita saloon & smashed all liquor bottles in reach",Carrie Nation
"(Sarah of the Clue Crew shows a linguistic diagram on the monitor.)  In English, standard word order is SVO, short for this; in Japanese, it's SOV","subject, verb, object"
"She won for ""My Cousin Vinny"" & has been nominated 2 other times, as well",Marisa Tomei
"For carb cutters, ""Joy of Cooking"" has a recipe for this vegetable, mashed as a substitute for potatoes",cauliflower
"Atomic number 30, it's often used in sunscreen",zinc
"Well, we're living here in this ""town"" that lies on the Lehigh River across from Bethlehem",Allentown
"He & Alfred Vail demonstrated their telegraph publicly for the first time on Jan. 6, 1838 in Morristown",(Samuel) Morse
Study of the Indo-European family began in 1786 with a scholar noting this ancient tongue's affinity with Greek & Latin,Sanskrit
"She won for ""Tootsie"" , a few years after not even being nominated for ""King Kong""",Jessica Lange
"Argenteuil, France is famous for its white type of this, which is grown underground",asparagus
"This term meaning ""just don't"" is applied to policies like those in California schools for students carrying guns",zero-tolerance
In 1850 this city that loves Feb. 2 became a borough; in 1850 this city that loves Feb. 2 became a borough; in 1850...,Punxsutawney
"On Jan. 14, 2011 President Ben Ali fled this African country as his people protested his 23-year rule",Tunisia
"Forming statements not about here & now is called this, like the amount of water moved by a floating body",displacement
"She took home an Oscar for ""From Here to Eternity"" & later starred in one of TV's most wholesome sitcoms",Donna Reed
"Pablo Neruda said this thistlelike plant had a ""tender heart"" & a ""small helmet under its scales""",an artichoke
The matura diamond is a colorless variety of this 6-letter mineral,zircon
This city with a hyphenated name was named for 2 British politicians who defended the American colonies in parliament,Wilkes-Barre
"In his Feb. 18, 1861 inaugural address, he spoke of ""the absence of wrong on our part""",Jefferson Davis
This term for the lowest level of the ocean that the sun's rays can reach shares its name with a classic 1960s TV show,the twilight zone
"""The most trusted man in America"", he signed off at 92; and that's the way it is...",(Walter) Cronkite
"Completes the complaint that might take you to a podiatrist, the agony of...",the feet
Constantinople officially became this city in 1930,Istanbul
IKEA's Fira is a mini-chest of drawers intended for these entertainment items in their jewel cases,CDs (& DVDs)
There was good kinging in the 800s--Leo the Wise ruled the Byzantine Empire while England had Alfred the this,the Great
"He does the ""Cinderella story.  Outta nowhere"" bit in the classic golf movie ""Caddyshack""",Bill Murray
This founder of the Special Olympics & member of a political dynasty passed away in Hyannis at 88,Eunice Kennedy Shriver
"A shotgun wedding has been punningly defined as a case of this ""or death""",wife
Constantinople gained strategic importance due to being situated between the Black Sea & this larger sea,the Mediterranean
"1969 talks on this war were delayed ten weeks over--would the table be a rectangle, implying two sides, or round, implying four equal partners?",Vietnam
"Madame Tussaud immortalized people in wax while this man created immortal images of the ""Birds of America""",Audubon
Adam Sandler faces off on the links against Shooter McGavin & Bob Barker in this golf comedy,Happy Gilmore
May saw the deaths of 2 famous Doms--ballplayer Dom DiMaggio & this funnyman,DeLuise
"(Jimmy of the Clue Crew reports from Birch Aquarium at Scripps in La Jolla, CA.)  When the moon hits your eye like a big pizza pie, that's this creature, found here at Birch Aquarium at Scripps",a moray
Constantinople was the meeting point in 1097 when 4 European armies launched the first of these,the Crusades
Term for a modular sofa whose segments are often placed at right angles,a sectional
"As Rousseau was explaining that society corrupts natural morality, this man put food between slices of bread",(the Earl of) Sandwich
"He played washed-up golf pro Roy McAvoy in ""Tin Cup""",Costner
"This ""Father of the Electric Guitar"" & one-time husband of Mary Ford stopped strumming at 94",Les Paul
"Murphy's law is ""Anything that can go wrong, will""; this is a dish of thinly sliced cabbage",coleslaw
"The heart of old Constantinople, this immense cathedral's name is from the Greek for ""holy wisdom""",Hagia Sophia
"While the prophet Zechariah taught the right way to live, this Greek was teaching about right triangles",Pythagoras
"Rannulph Junuh (Matt Damon) recaptures his swing with the help of a caddy in ""The Legend of"" him (Will Smith)",Bagger Vance
"In January this ""Helga"" painter laid down his pencils & brushes at 91",Andrew Wyeth
"Seeing several men impersonate Nixon's Secy. of State made me echo an old song & say, ""I wonder who's"" doing this",Kissinger now
"Home to chariot racing, this ""horse track"" in Constantinople was also used for public rallies",the Hippodrome
"While Nostradamus was contemplating man's future, this anatomist was figuring out women's reproductive tubes",Gabriello Fallopio
"In a 2004 film subtitled ""Stroke of Genius"", Jim Caviezel played this golf legend who retired from competition at 28",Bobby Jones
"Even while painting the ceiling of the Sistine Chapel, he still signed his letters ""Sculptor in Rome""",Michelangelo
"""It's a little bit funny, this feeling inside""","""Your Song"""
"In 1964 Harry Kemelman began a mystery series with ""Friday"" this clergyman ""Slept Late""",the Rabbi
It's not a gal's intent on match.com; this 9-letter word refers to the science of raising animals,husbandry
"Someone whose good qualities seem to be hidden is called one of these ""in the rough""",a diamond
"Tampa Bay is an arm of this, the world's largest gulf",the Gulf of Mexico
"While living in Milan, he created a forced-air central heating system for a castle",da Vinci
"""Blue jean baby, L.A. lady, seamstress for the band""","""Tiny Dancer"""
"O. Henry's first book was called these ""and Kings"", a reference to a Lewis Carroll poem",Cabbages
A capon is a neutered male one of these,a rooster (or chicken)
"Executives leaving a company sometimes get this lucrative type of ""handshake"" or ""parachute""",golden
It was formerly called the Gulf of Siam,the Gulf of Thailand
"This ""Younger"" German artist's ""Madonna of Burgomaster Meyer"" featured the Mayor of Basel & his family",Hans Holbein
"""She packed my bags last night, pre-flight""","""Rocket Man"""
The title of this Jane Austen novel refers to the Tilneys' country home,Northanger Abbey
"From the Old English for ""food"" comes this word pertaining to livestock feed or expendable soldiers",fodder
"Proverbs 31:10 tells us that a ""virtuous woman"" has a price ""far above"" these",rubies
The Gulf of Paria lies between Venezuela's northeast coast & this companion island of Tobago,Trinidad
"This Flemish artist's brother Hubert may have contributed to the 12 panels of the ""Ghent Altarpiece""",Jan Van Eyck
"""When are you gonna come down?  When are you going to land?""","""Goodbye Yellow Brick Road"""
"Titles by Philip Roth include ""Portnoy's Complaint"" & his ""Theater""",Sabbath's
"Tomatoes sometimes come in this ""old"" variety, meaning they're open-pollinated & not grown widely",heirloom
"Kris Kristofferson once sang of this type of ""devil"", also used to describe an eloquent orator",silver-tongued
Vietnam's Red River flows into this gulf,(the Gulf of) Tonkin
At age 10 artist Paolo Uccello assisted this sculptor on his bronze doors of the Florentine Baptistry,Lorenzo Ghiberti
"""When I look back, boy I must have been green""","""Honky Cat"""
"John Updike was in the money with this 1981 novel, the third in a series, winning a Pulitzer for it",Rabbit is Rich
"Also found on a racetrack, this enclosure is a place to exercise animals",a paddock
"Israel's shoreline on this gulf is very short, from the city of Eilat to its border with Egypt at Taba",the Gulf of Aqaba
"Her 1956 wedding attracted more than 1,500 news reporters to a country with just 20,000 citizens at the time",Grace Kelly
"It can follow temperate, torrid, time or twilight",zone
"""The Bronx Bombers""",the New York Yankees
"When Prince Charles becomes ruler of Great Britain, this will be the title of the national anthem","""God Save The King"""
"Of blood, sweat or tears, the one that's not a product of an exocrine gland",blood
"On menus, the word that usually follows ""clams on the half...""",shell
"""In Salem, Mass. Samantha tries to help a warlock who's been turned into a bed warmer""",Bewitched
"Title character of a Woody Allen film who becomes famous as the ""Human Chameleon""",Zelig
"Former Los Angeles Rams end David Jones had this ""religious"" nickname","""Deacon"""
"""Yes, we love this land"", sing the fjord dwellers of this country",Norway
Your spinal cord is shielded by the spinal column & your brain is shielded by this,the skull
"""Potage"" is a fancy name for this type of dish, especially a thick one",soup
"""Another shot glass is fired in the continuing 'Bar War' with Gary's Old Towne Tavern""",Cheers
"In sailing, when you're tacking, your boat is on this kind of course",zig-zag
"Heavyweight boxer Luis Firpo was called the ""Wild Bull of"" this Argentine region",the Pampas
"This large Asian country's ""Jana-Gana-Mana"" means ""Thou art the ruler of the minds of all the people""",India
About 40% of your body weight consists of 100s of these contracting tissues,muscles
"Despite its name, this sauce served with plum pudding isn't ""difficult"" to make",hard sauce
"""Charles leaves the farm for the city to pursue a career as a cabinetmaker""",Little House on the Prairie
Collective name of Frank Beard & the 2 guys with beards seen here:,ZZ Top
"This outfielder, disgraced in the ""Black Sox"" scandal of 1919, was nicknamed ""Shoeless""",Joe Jackson
"Smetana's ""The Moldau"" resembles the music of ""Hatikva"", this country's anthem",Israel
It's the widest part of the alimentary canal,the stomach
"Introduced in 1930, it was ""America's 1st Biscuit Mix"", but now it's used for all kinds of baking",Bisquick
"""Guess who's not invited to the inaugural ball & can't find anyone to take her""",Murphy Brown
"Spanish explorers called the villages of these Pueblo Indians ""The 7 Cities of Cibola""",the Zuni
Drag racer Don Garlits sports this nickname,"""Big Daddy"""
"This country's ""Ymnos Pros Tin Elephterian"" is a hymn to liberty, not tin elephants or even grape leaves",Greece
"In 1984, 12-day-old Baby Fae received the heart of one of these animals",a baboon
The oil of these spice buds stuck in hams is a source of artificial vanilla flavoring,cloves
"""Puppets portray Yasir Arafat & Joan Rivers on a date""",D.C. Follies
1 of 2 numbers that are naturals in craps,(1 of) 7 or 11
The Hellenistic Age began with the death of this Macedonian conqueror,Alexander the Great
"On Oct. 24, 1901 Annie Taylor became the 1st person to go over these falls in a barrel--& survive",Niagara Falls
"Wait until the hostess has opened hers before unfolding yours, & don't tuck it under your chin",your napkin
"One year after ""Life with Father"", Clarence Day published ""Life with"" her",Mother
"This Steve McQueen film was about a San Francisco detective, not Roy Rogers' dog",Bullitt
"Paul Simon had his only No. 1 hit in 1976 with a song about this many ""Ways To Leave Your Lover""",50
Ancient fort that was the site of the last stand of the Jewish zealots against Rome in 73 A.D.,Masada
"Plunging 212 feet, Shoshone Falls on this river is Idaho's highest waterfall",Snake River
"According to Amy Vanderbilt, it's who should get into a rowboat first",the person doing the rowing
The 2-letter title of Richard Nixon's 1978 memoirs,R.N.
Burt Lancaster played a famous ornithologist cooped up on a San Francisco island in this acclaimed film,The Birdman of Alcatraz
"After this many days of captivity, Iran released the 52 American hostages on January 20, 1981",444
"After winning the 1st Punic War, Rome made this island its 1st province",Sicily
This waterfall on Africa's Zambezi River was named for an English queen,Victoria Falls
"Traditionally, if Bob dances with Sue & Jim cuts in, it's when Bob can dance with Sue again",after the dance is over (or when she gets a new partner)
Freud 1st wrote of the Oedipus Complex in this landmark book published in 1899,The Interpretation of Dreams
"The ""shattering"" climax of Orson Welles' ""The Lady from Shanghai"" takes place in S.F. in a maze of these",mirrors
Originally there were this many Marx Brothers,5
"Starting around 550 B.C. this empire conquered the Medes, the Lydians, the Chaldeans & Egypt",the Persians
"Located in north central Texas, not Kansas, it's the largest U.S. city named for a waterfall",Wichita Falls
"His experiences as an enlisted man shaped his 1951 novel ""From Here to Eternity""",James Jones
"In ""Klondike Annie"", this sex symbol fled her sordid life in S.F. & became an evangelist in the Yukon",Mae West
"If we were to end this category the way a reporter finishes an article, we'd put this number on it here",30
HIstoric nickname for the curved region between the Mediterranean & Mesopotamia,the Fertile Crescent
"Longfellow's poem ""The Song of Hiawatha"" made this waterfall in Minneapolis famous",Minehaha Falls
"He died in 1922 before the last 3 volumes of his ""Remembrance of Things Past"" were published",Marcel Proust
"She brought down the house singing ""San Francisco"" in the 1936 film of the same name",Jeanette MacDonald
To have taken the 1st modern IQ test in 1905 you had to understand this language,French (the Binet-Simon test)
"Stop the presses!  In 1982 it became America's first national, general interest newspaper",USA Today
"Yankee manager Billy Martin nearly came to blows in the dugout with this ""Mr. October"" slugger in 1977",Reggie Jackson
"""American Soldier"" is a memoir by this general who led American & Coalition forces in Iraq",Tommy Franks
"For Japanese New Year, feast on mochi, pounded cakes made from this grain",rice
"330 B.C.: At 26, I've conquered Persia... Can you conquer my heart?",Alexander the Great
1986 disaster city in Ukraine (9),Chernobyl
"When it hit the streets in 1831, Michigan Intelligencer was part of its name",The Detroit Free Press
"This Packer QB's first NFL completion was to himself, a deflected pass for -7 yards on Sept. 13, 1992",Brett Favre
"This comedian is pictured on the cover of ""America (The Book): A Citizen's Guide to Democracy Inaction""",Jon Stewart
